pred,gt
89.67297,85.0
99.405365,107.0
63.22657,80.0
125.84938,132.0
89.16069,137.0
101.144066,105.0
90.72095,155.0
97.49811,109.0
123.51347,134.0
130.33246,136.0
110.04333,116.0
81.1449,81.0
94.92806,89.0
96.37503,101.0
131.21393,140.0
114.78838,115.0
101.05137,131.0
105.34142,125.0
74.66315,81.0
79.894035,79.0
111.03183,108.0
145.74298,159.0
88.91153,103.0
75.63816,80.0
102.53473,86.0
115.85217,147.0
111.654236,131.0
60.606598,75.0
118.768814,117.0
85.45842,101.0
93.36124,106.0
92.46031,92.0
88.21268,104.0
44.718456,52.0
81.2319,93.0
91.067,112.0
99.88855,108.0
94.706604,105.0
77.78,95.0
163.31345,179.0
93.18536,96.0
94.055595,89.0
100.87043,117.0
88.38937,113.0
76.13643,72.0
97.78197,98.0
98.36499,112.0
67.74263,78.0
120.26882,134.0
101.71045,88.0
106.42739,139.0
110.241,150.0
127.550186,126.0
118.66393,133.0
78.92798,77.0
115.57743,119.0
151.12411,138.0
104.3803,115.0
102.04696,109.0
120.16154,128.0
94.782104,87.0
84.43463,75.0
107.43395,134.0
82.94838,85.0
151.18356,178.0
65.53851,79.0
136.43402,108.0
85.89267,82.0
89.71994,95.0
117.236664,125.0
149.91116,158.0
70.137436,69.0
101.3733,98.0
85.019714,97.0
100.78553,104.0
101.106964,112.0
105.30692,114.0
116.08869,138.0
125.50986,130.0
114.20153,124.0
55.588165,52.0
134.35576,125.0
112.5762,116.0
146.7912,170.0
144.24115,114.0
91.10042,101.0
90.11008,123.0
156.41638,177.0
120.227486,128.0
115.4847,100.0
80.026886,78.0
53.98323,52.0
53.01935,56.0
102.88076,104.0
78.98621,71.0
148.38025,177.0
55.675934,64.0
97.88997,90.0
63.49037,70.0
109.810265,120.0
80.02154,77.0
82.01092,75.0
118.08131,132.0
158.6213,151.0
97.36047,89.0
93.08738,105.0
93.21735,95.0
90.832375,73.0
84.012924,123.0
148.003,152.0
122.52728,118.0
139.07758,167.0
70.84875,81.0
92.471214,75.0
81.99133,103.0
100.01088,99.0
130.45135,165.0
71.2773,78.0
109.21332,125.0
74.526505,106.0
76.73097,73.0
117.263885,131.0
92.721695,97.0
134.75449,118.0
100.85356,115.0
97.75588,95.0
72.32742,81.0
106.881516,105.0
74.46977,101.0
83.29831,102.0
78.25044,72.0
88.99697,86.0
134.12637,131.0
69.31791,67.0
110.989334,110.0
86.92779,93.0
145.55098,142.0
122.64477,127.0
96.188,139.0
72.79889,82.0
140.88205,161.0
90.206085,105.0
92.40621,105.0
104.77766,109.0
88.06804,75.0
95.240036,99.0
116.10011,100.0
84.8078,105.0
117.537415,104.0
68.010544,82.0
109.317986,129.0
97.95175,102.0
112.08872,111.0
105.59079,101.0
64.96373,69.0
72.13466,92.0
70.69186,72.0
99.208466,99.0
174.68231,160.0
52.886696,55.0
58.548096,74.0
137.72354,154.0
139.99359,155.0
104.39808,95.0
99.907425,94.0
147.60431,164.0
116.82117,131.0
142.83188,130.0
130.8323,108.0
85.8389,101.0
90.92784,88.0
119.033646,143.0
109.003746,107.0
104.01716,127.0
68.78395,65.0
75.045715,91.0
96.18033,97.0
84.32809,94.0
66.05397,67.0
138.6,133.0
96.94358,98.0
80.152664,120.0
116.45159,111.0
95.6736,144.0
95.24863,95.0
104.2705,131.0
85.032845,70.0
95.66463,82.0
117.44293,100.0
104.01858,107.0
143.8037,155.0
64.6733,101.0
92.37595,96.0
102.016266,95.0
138.65157,118.0
117.70678,87.0
121.714874,112.0
102.44243,124.0
90.66243,97.0
92.58207,79.0
73.4869,120.0
87.70769,97.0
100.36421,101.0
115.71578,137.0
91.05377,81.0
93.49527,98.0
89.400406,104.0
144.48029,113.0
91.790054,72.0
105.61873,123.0
106.04405,162.0
94.757706,108.0
170.04836,178.0
142.60246,134.0
83.73139,95.0
50.78276,54.0
125.43973,129.0
123.49682,114.0
108.40781,114.0
78.57062,85.0
91.17873,109.0
97.458786,134.0
59.37036,64.0
110.40721,120.0
64.124664,61.0
118.48217,120.0
100.50839,100.0
100.65825,91.0
73.46965,78.0
74.95604,104.0
122.250244,98.0
104.42695,84.0
76.89454,83.0
94.14563,111.0
121.87248,132.0
96.36593,104.0
82.58147,89.0
105.86459,162.0
92.77469,96.0
85.316025,97.0
86.559425,87.0
128.2992,92.0
98.31021,99.0
113.26479,119.0
108.90723,123.0
87.65156,101.0
84.75575,87.0
106.44963,82.0
108.80179,89.0
86.53559,104.0
124.66949,107.0
124.99707,126.0
68.046196,72.0
112.64251,111.0
116.065796,118.0
94.52879,124.0
68.364975,82.0
133.31784,151.0
132.51337,110.0
81.81473,90.0
98.07399,110.0
92.21383,122.0
95.9736,125.0
75.51796,68.0
92.62667,94.0
133.99933,133.0
81.84479,96.0
76.14354,104.0
60.22203,59.0
92.3639,117.0
125.79688,154.0
144.16869,132.0
107.77743,119.0
93.748474,89.0
119.90872,153.0
71.6219,74.0
121.37425,130.0
130.52283,145.0
164.00842,165.0
96.1747,77.0
145.15567,120.0
78.46195,114.0
152.07684,174.0
68.06877,67.0
146.41623,169.0
76.28666,112.0
77.24157,75.0
87.02554,124.0
95.54561,97.0
92.77133,94.0
123.54774,135.0
102.88459,133.0
107.9388,117.0
74.61374,123.0
88.48697,101.0
123.39648,116.0
96.81824,88.0
128.7265,156.0
74.265724,72.0
113.99908,125.0
101.84236,99.0
69.335175,103.0
94.414185,85.0
144.87572,165.0
123.38173,117.0
71.18135,76.0
83.362076,92.0
99.23642,113.0
106.61425,87.0
99.07673,84.0
102.88164,98.0
102.02191,135.0
90.89897,134.0
111.69688,123.0
143.35468,150.0
85.19902,86.0
80.83154,84.0
114.38254,123.0
112.640114,134.0
122.84385,101.0
96.37561,94.0
126.5224,121.0
83.27948,68.0
52.616898,60.0
119.03972,118.0
97.73311,143.0
102.84963,95.0
139.31906,163.0
106.72159,119.0
111.53406,123.0
99.293976,114.0
87.25304,120.0
127.754,109.0
92.3789,103.0
110.89344,95.0
80.076904,91.0
99.91104,110.0
76.3461,110.0
92.85434,95.0
97.876175,103.0
109.15498,95.0
66.943634,97.0
92.70749,127.0
149.15265,165.0
80.02596,91.0
110.733505,113.0
84.64128,109.0
69.238815,103.0
98.95931,120.0
77.19151,85.0
129.43599,127.0
74.74138,67.0
96.760254,91.0
77.60753,81.0
51.281166,53.0
108.0589,98.0
179.11763,169.0
66.77024,71.0
67.08278,112.0
110.26314,105.0
87.713326,92.0
128.11871,156.0
102.9536,129.0
87.62335,113.0
108.12744,128.0
75.90461,133.0
87.67926,119.0
79.64121,88.0
96.052795,105.0
115.85901,97.0
116.01959,120.0
113.41974,123.0
129.6419,121.0
72.47879,75.0
90.5394,130.0
66.64845,69.0
89.72917,82.0
145.08981,147.0
133.23834,107.0
143.40677,147.0
104.22372,101.0
113.0147,94.0
166.73547,154.0
89.04846,92.0
98.24901,113.0
113.91358,91.0
114.86794,106.0
59.92901,66.0
66.53389,65.0
87.68554,80.0
80.48123,75.0
118.80633,116.0
91.518814,92.0
101.972885,105.0
87.68948,113.0
120.068794,96.0
134.24648,130.0
70.88544,61.0
100.65939,90.0
124.77554,125.0
122.24625,112.0
67.410164,106.0
109.91527,116.0
119.27904,146.0
66.5154,109.0
109.02278,133.0
78.28401,70.0
112.95786,110.0
86.18753,122.0
123.94238,110.0
84.4384,98.0
105.48294,103.0
93.609695,110.0
103.68623,97.0
127.442955,91.0
155.65234,160.0
54.967022,86.0
109.742134,122.0
120.47831,120.0
108.83686,126.0
140.92711,124.0
130.95197,148.0
91.88483,86.0
112.72736,130.0
85.739914,132.0
66.31027,58.0
83.66792,101.0
78.725586,75.0
150.93198,143.0
134.2242,161.0
159.59105,162.0
107.69051,98.0
105.04908,98.0
97.365005,110.0
123.74022,113.0
109.535706,116.0
132.10265,131.0
134.58372,152.0
86.80653,71.0
46.064587,61.0
117.67784,123.0
112.013664,115.0
113.31668,109.0
107.92744,109.0
103.03575,113.0
109.43816,131.0
99.41948,117.0
93.552,100.0
114.24045,118.0
144.60632,133.0
116.15548,97.0
75.62942,73.0
69.30467,57.0
93.48274,115.0
84.73685,78.0
91.272835,92.0
112.80711,119.0
99.128555,111.0
160.59528,130.0
105.27892,133.0
155.4737,157.0
100.58435,124.0
117.21084,115.0
92.34317,94.0
53.128723,48.0
94.50577,88.0
86.70729,93.0
162.92126,147.0
92.992905,90.0
124.855095,125.0
99.832184,122.0
92.979065,104.0
79.97946,98.0
91.9758,102.0
74.89143,80.0
69.06806,76.0
115.810616,110.0
61.081482,55.0
108.951294,142.0
84.62749,144.0
96.58381,113.0
149.78743,169.0
100.409515,124.0
44.900158,59.0
85.879105,86.0
78.47175,83.0
74.29456,98.0
88.346725,118.0
132.48012,137.0
135.171,171.0
80.374084,73.0
116.02151,118.0
56.106724,59.0
73.70732,87.0
137.58977,156.0
99.809235,99.0
140.89542,138.0
91.633224,84.0
73.69629,100.0
116.07124,105.0
101.837845,108.0
93.48639,86.0
140.1307,149.0
120.67094,133.0
107.84037,108.0
122.783585,129.0
110.392105,115.0
108.09724,119.0
164.11487,149.0
101.677734,94.0
96.14198,126.0
70.9839,82.0
102.33243,104.0
115.14518,105.0
88.97041,116.0
94.509384,105.0
111.292274,119.0
83.50127,98.0
147.02124,151.0
145.1056,140.0
167.74335,179.0
104.91588,92.0
127.35378,126.0
93.542404,100.0
122.66835,142.0
129.81204,130.0
70.36644,107.0
106.73491,114.0
79.89287,82.0
132.21428,146.0
62.145702,64.0
104.46353,84.0
93.91522,79.0
73.36242,82.0
62.405746,64.0
111.19944,110.0
103.384834,110.0
117.6255,119.0
72.414536,79.0
71.58619,105.0
136.27023,157.0
124.65153,125.0
60.493263,65.0
143.66351,140.0
77.73331,75.0
92.90423,78.0
95.05626,116.0
106.22741,88.0
121.19288,119.0
76.587845,76.0
116.78898,115.0
89.378845,101.0
87.630615,96.0
100.46792,98.0
122.74326,124.0
72.226715,82.0
80.81942,97.0
64.02466,61.0
106.32257,87.0
130.50006,138.0
144.94728,140.0
151.02242,156.0
155.87482,165.0
123.72531,145.0
103.56874,105.0
108.92585,102.0
141.24136,121.0
133.15071,159.0
96.964584,107.0
92.86696,91.0
70.553696,68.0
113.34562,97.0
119.71538,107.0
119.3875,120.0
77.51167,84.0
136.12454,152.0
85.88084,98.0
77.746254,73.0
114.37863,122.0
75.22473,71.0
99.77359,117.0
109.78031,127.0
146.89415,155.0
124.69735,123.0
110.82184,88.0
109.516556,129.0
75.45788,82.0
149.08095,159.0
109.6949,133.0
68.643295,90.0
98.767365,116.0
70.66225,68.0
122.01153,116.0
112.630066,121.0
145.6934,146.0
92.52734,105.0
103.37347,90.0
92.05162,89.0
109.14759,110.0
97.26733,120.0
101.51342,95.0
81.707726,77.0
87.684235,76.0
79.07208,80.0
64.34531,62.0
109.599754,101.0
50.868595,52.0
129.35263,135.0
79.015686,83.0
90.37051,96.0
96.73053,125.0
118.159195,114.0
107.049355,135.0
70.83762,75.0
91.03685,118.0
123.2855,105.0
77.09134,74.0
74.901184,90.0
78.82381,73.0
87.566284,142.0
109.46249,108.0
123.13615,120.0
58.517082,55.0
93.52519,90.0
96.82732,98.0
133.25433,123.0
69.32288,73.0
131.9205,113.0
108.50966,129.0
98.030815,96.0
103.00331,156.0
91.7973,124.0
104.11475,125.0
111.91919,128.0
94.257645,102.0
95.92288,98.0
76.25629,68.0
115.5815,134.0
87.81204,125.0
81.407776,100.0
102.04395,137.0
104.60191,81.0
95.94058,125.0
86.984665,80.0
87.51857,84.0
59.160248,59.0
112.80539,107.0
115.158455,92.0
105.917694,110.0
128.13623,124.0
89.936874,82.0
89.13041,70.0
111.73487,125.0
159.39444,172.0
107.82386,92.0
157.85506,168.0
120.50462,110.0
92.491516,93.0
87.78697,97.0
47.694256,52.0
117.78771,126.0
85.94415,118.0
103.24133,103.0
100.786514,112.0
113.58092,154.0
93.39771,100.0
88.867096,111.0
156.5357,170.0
93.44171,83.0
89.58708,94.0
72.12833,83.0
89.31917,131.0
104.38995,107.0
117.65679,122.0
110.972084,98.0
123.37769,110.0
70.18166,98.0
93.34854,83.0
99.337814,96.0
105.819336,127.0
109.13496,107.0
52.85663,63.0
74.06416,89.0
68.90587,83.0
146.17354,154.0
116.3195,116.0
67.21613,116.0
87.87363,106.0
76.256935,103.0
144.39255,150.0
136.32318,140.0
118.104836,139.0
81.77456,126.0
100.6585,95.0
97.62795,106.0
130.14859,124.0
129.43314,109.0
100.12581,82.0
132.52441,111.0
98.60428,94.0
82.12198,76.0
45.533043,51.0
163.66864,158.0
78.26152,87.0
161.14511,158.0
136.27898,153.0
83.2059,134.0
97.72786,100.0
68.95309,71.0
88.27408,87.0
93.24718,101.0
91.82636,106.0
106.6852,112.0
90.53765,115.0
107.449776,100.0
107.93746,116.0
59.433403,73.0
98.48474,118.0
80.15341,83.0
101.859375,129.0
104.13923,103.0
80.34009,103.0
77.43872,104.0
121.40826,119.0
102.51229,98.0
101.495056,107.0
126.23644,158.0
105.68244,89.0
141.25873,152.0
56.290028,58.0
104.99114,126.0
129.10107,156.0
74.61563,92.0
99.76602,113.0
110.87244,120.0
56.878696,53.0
135.85487,137.0
152.4943,171.0
104.00741,125.0
60.538296,57.0
77.20649,75.0
116.72788,101.0
105.326225,102.0
164.81224,178.0
74.531586,91.0
81.37224,79.0
74.87481,83.0
86.00734,114.0
97.16138,100.0
84.76128,105.0
118.237755,159.0
134.98404,127.0
106.94132,115.0
108.61685,126.0
87.6871,100.0
133.06558,115.0
63.66321,90.0
105.04932,99.0
61.082767,90.0
48.09365,51.0
139.08841,153.0
109.93165,107.0
64.88169,67.0
80.63338,81.0
107.123665,109.0
110.83072,113.0
159.99054,175.0
85.54692,73.0
98.258575,103.0
135.76752,141.0
141.16875,178.0
122.93841,131.0
61.96871,57.0
121.85565,111.0
110.982254,101.0
100.092896,107.0
84.86523,82.0
97.85179,73.0
110.00501,81.0
117.483475,101.0
127.64435,120.0
126.29986,104.0
75.44307,95.0
56.354782,80.0
169.03897,169.0
94.391396,117.0
64.60681,62.0
141.84433,135.0
95.1215,96.0
148.15627,180.0
123.45746,177.0
112.16224,91.0
156.34074,156.0
114.812515,80.0
110.769135,113.0
98.609146,103.0
85.75198,119.0
73.182175,101.0
92.30343,126.0
134.72144,134.0
133.62193,135.0
99.84646,95.0
137.0144,180.0
141.16972,159.0
69.42981,69.0
110.92398,97.0
100.72867,94.0
73.11238,74.0
110.27387,111.0
65.471085,67.0
77.03839,95.0
112.85335,120.0
108.80955,136.0
124.713585,106.0
92.25218,93.0
112.804085,90.0
87.96237,111.0
139.2566,151.0
103.13449,111.0
137.42279,144.0
86.446045,93.0
128.17783,148.0
95.79312,102.0
102.35593,105.0
95.93585,100.0
116.95143,107.0
111.257866,113.0
109.19733,106.0
139.74446,161.0
76.66591,68.0
90.00076,91.0
96.11665,115.0
100.48456,131.0
84.81166,95.0
135.20218,153.0
185.06778,161.0
154.68857,137.0
108.18311,132.0
96.271774,116.0
116.908806,125.0
96.565445,97.0
95.0789,133.0
115.17188,100.0
120.80505,131.0
71.24128,91.0
75.813126,98.0
110.00505,94.0
105.08891,97.0
89.36345,121.0
75.46936,73.0
118.05997,119.0
99.25944,92.0
118.26404,120.0
103.89946,87.0
95.09786,124.0
83.64641,108.0
104.65136,113.0
88.54277,98.0
102.984856,111.0
114.89182,102.0
81.58124,91.0
76.36135,75.0
62.7276,83.0
82.449356,90.0
103.41892,105.0
76.2894,87.0
107.12409,99.0
106.041794,88.0
135.92279,143.0
115.57244,121.0
74.88191,85.0
108.09563,118.0
130.92642,148.0
76.24829,84.0
106.78204,174.0
78.747635,98.0
89.30897,87.0
62.80681,54.0
142.98372,168.0
101.658585,123.0
54.18142,55.0
148.90855,147.0
96.02255,91.0
132.392,149.0
90.220474,92.0
114.717224,125.0
118.452896,95.0
82.71564,116.0
126.48376,170.0
90.896286,119.0
80.59967,89.0
120.26389,130.0
83.95833,93.0
111.322876,119.0
119.73754,112.0
115.64677,108.0
130.09972,178.0
116.16619,126.0
95.291824,91.0
82.25322,68.0
144.21005,136.0
103.54547,107.0
144.54419,161.0
103.40779,110.0
82.75989,96.0
94.51797,99.0
94.98306,104.0
78.18344,128.0
80.82567,87.0
144.22514,158.0
95.37571,113.0
109.82853,102.0
102.32884,90.0
74.89278,124.0
108.84088,107.0
151.77875,148.0
63.454857,68.0
142.16362,153.0
91.091354,99.0
101.12699,108.0
92.18105,101.0
105.26714,123.0
66.381874,67.0
124.025314,130.0
97.05974,129.0
112.71614,95.0
120.7182,124.0
91.908905,85.0
115.3558,109.0
110.37616,110.0
135.45883,163.0
84.44707,80.0
82.598114,83.0
59.468872,58.0
75.442726,71.0
95.74902,122.0
102.42542,105.0
114.48556,134.0
43.113632,57.0
115.2465,115.0
144.5955,139.0
79.94333,83.0
71.897415,81.0
166.12534,173.0
95.64786,102.0
97.157455,132.0
138.81415,142.0
88.5196,109.0
86.26056,105.0
75.085724,82.0
93.86052,89.0
123.717766,140.0
64.65247,59.0
142.1024,129.0
101.32217,118.0
90.27868,82.0
84.91679,125.0
112.74364,127.0
106.12164,130.0
99.176476,122.0
92.857056,84.0
108.993904,95.0
102.4017,110.0
80.92967,91.0
90.578415,97.0
132.59341,113.0
131.53415,131.0
98.6201,99.0
123.65927,164.0
126.076385,125.0
128.39896,169.0
114.43195,108.0
79.858444,83.0
105.54192,116.0
127.255226,140.0
86.54486,106.0
122.20934,142.0
124.879295,133.0
83.36716,73.0
97.18592,110.0
98.97435,105.0
74.39018,85.0
107.1263,99.0
109.17766,147.0
110.64587,109.0
95.04021,121.0
95.98205,122.0
135.53543,167.0
124.18859,148.0
90.11018,120.0
84.829956,75.0
121.03016,146.0
89.71746,95.0
88.7976,101.0
123.76592,118.0
103.48883,111.0
114.88624,82.0
76.70647,79.0
70.197235,80.0
143.72307,151.0
112.72902,124.0
149.41438,127.0
134.0188,173.0
88.625984,100.0
103.898445,99.0
63.90875,67.0
112.239746,115.0
77.12153,78.0
117.14636,112.0
91.635056,94.0
87.957535,94.0
127.45247,139.0
72.66853,108.0
127.20992,155.0
65.38141,85.0
56.59938,68.0
92.97981,99.0
78.21502,94.0
102.2953,109.0
140.09998,165.0
147.14706,132.0
111.09709,136.0
137.60509,134.0
104.51073,101.0
100.97621,90.0
95.77458,86.0
123.06909,150.0
93.563965,103.0
74.98041,84.0
111.84081,138.0
68.96335,80.0
107.67247,118.0
98.58714,91.0
78.82676,72.0
104.232956,159.0
128.24382,110.0
118.65829,119.0
125.7809,135.0
77.90567,82.0
91.76226,99.0
153.33081,124.0
149.03015,175.0
102.11197,98.0
77.23331,91.0
111.96578,111.0
91.32655,90.0
97.86185,96.0
96.24957,89.0
68.012146,90.0
92.48924,95.0
112.276924,146.0
76.17352,120.0
91.17529,105.0
129.26437,149.0
104.89918,98.0
120.42383,152.0
97.6974,120.0
73.901794,91.0
103.92648,115.0
104.20545,150.0
101.18879,100.0
102.84674,117.0
106.78393,126.0
122.62445,128.0
117.221596,125.0
114.680244,132.0
99.16792,75.0
153.29065,157.0
89.87489,119.0
112.0261,108.0
74.89398,87.0
112.19942,162.0
130.40536,129.0
132.51056,132.0
116.03692,119.0
120.16759,144.0
149.94366,158.0
106.489914,128.0
98.32162,89.0
92.441376,123.0
113.89202,108.0
74.45945,79.0
106.41274,121.0
128.9715,117.0
154.9689,145.0
151.61023,157.0
72.396255,76.0
105.6118,101.0
96.983955,93.0
99.16599,87.0
85.04181,100.0
108.9781,131.0
77.615944,119.0
100.97358,93.0
101.1367,121.0
104.75365,106.0
115.96557,113.0
158.43211,160.0
115.426956,117.0
159.9693,167.0
106.656685,125.0
107.88516,112.0
97.11603,97.0
89.81293,94.0
87.598656,78.0
96.80746,116.0
92.56503,112.0
74.510056,82.0
96.15207,95.0
49.098064,52.0
82.24921,107.0
132.16644,146.0
92.48228,128.0
79.56535,128.0
124.14509,151.0
109.584656,122.0
66.13983,82.0
119.351845,111.0
61.360554,74.0
105.094376,95.0
82.78398,84.0
94.166466,83.0
132.73303,152.0
92.27852,96.0
113.20261,113.0
118.18551,146.0
92.877945,127.0
74.29872,77.0
106.021324,112.0
59.59431,56.0
139.05524,131.0
73.03639,80.0
101.48192,117.0
110.77308,108.0
85.79199,109.0
136.42435,91.0
126.86634,139.0
79.31096,75.0
63.501587,69.0
167.64383,142.0
106.42069,131.0
88.458824,124.0
91.90642,73.0
132.55836,131.0
111.449295,99.0
110.47556,99.0
146.05252,150.0
90.042786,86.0
121.05198,125.0
75.398735,76.0
92.43878,99.0
105.869965,137.0
77.68359,76.0
125.15753,134.0
102.038124,125.0
79.16623,102.0
80.10365,130.0
95.45618,113.0
110.77475,110.0
129.04639,128.0
84.21638,119.0
120.99845,116.0
141.34726,120.0
120.16053,159.0
82.0076,112.0
67.15142,70.0
104.55169,108.0
117.55706,144.0
107.511665,111.0
78.10397,84.0
97.14992,127.0
142.91977,143.0
76.788315,79.0
77.58475,86.0
60.56315,60.0
100.36101,111.0
79.760025,89.0
90.11023,108.0
88.99377,114.0
87.403275,99.0
107.66587,87.0
88.76362,98.0
125.01906,133.0
115.12509,113.0
131.34659,146.0
164.863,165.0
142.85184,141.0
97.045685,93.0
91.66394,91.0
131.58234,143.0
71.87383,82.0
107.77653,112.0
126.48708,117.0
74.46112,84.0
89.82794,101.0
110.05433,125.0
102.86709,90.0
139.99347,138.0
140.08069,129.0
80.70592,81.0
83.76387,103.0
74.85138,100.0
58.78054,55.0
117.664314,132.0
120.87678,138.0
82.14922,86.0
87.53488,106.0
94.10219,88.0
84.57738,78.0
136.8693,136.0
77.64197,71.0
106.6688,107.0
118.418236,109.0
63.927845,57.0
70.524605,105.0
99.24031,105.0
102.3376,112.0
121.1968,166.0
100.31181,128.0
124.2433,113.0
86.95986,84.0
106.23276,90.0
124.320786,113.0
83.68262,99.0
79.49916,83.0
85.97752,107.0
103.63875,105.0
130.39346,122.0
88.62435,130.0
149.50034,145.0
78.27573,87.0
74.45839,83.0
118.41886,108.0
123.03698,122.0
90.00932,99.0
121.78,122.0
85.13903,92.0
80.14513,84.0
110.43682,108.0
82.673096,97.0
108.25282,139.0
92.46646,99.0
81.01804,115.0
113.40818,94.0
46.08276,51.0
98.28859,107.0
122.873276,119.0
94.97612,112.0
123.157646,164.0
121.104385,123.0
125.98343,118.0
73.003685,84.0
99.60412,113.0
90.869194,100.0
94.78265,91.0
86.98741,103.0
90.70505,105.0
81.79962,103.0
105.85182,143.0
114.395676,139.0
110.12434,135.0
100.69707,107.0
94.40982,122.0
93.77414,86.0
96.382706,88.0
116.56023,134.0
69.43821,82.0
112.080536,96.0
93.68446,95.0
167.84653,165.0
133.03506,121.0
78.66055,80.0
95.16849,90.0
124.1161,130.0
103.18881,83.0
88.14486,113.0
72.229706,139.0
146.63116,167.0
92.41852,101.0
103.14078,112.0
